order_id,klient,produkt,kategoria,miasto,ilosc,cena_jednostkowa,data_zamowienia,email,wartosc_zamowienia,rok,miesiac,nazwa_dnia,email_poprawny
1130,Marta Wójcik,Pendrive,elektronika,Łódź,2,89.5,2025-03-03,JAN@WP.PL,179.0,2025,3,Monday,True
1132,Anna Kowalska,Laptop,elektronika,Kraków,2,2999.0,2025-10-21,piotr.w@onet,5998.0,2025,10,Tuesday,False
1133,Krzysztof Kamiński,Mysz,akcesoria,Warszawa,1,2999.0,2025-10-08,tomasz@interia.pl,2999.0,2025,10,Wednesday,True
1136,Anna Kowalska,Monitor,akcesoria,Łódź,1,2999.0,2025-08-13,JAN@WP.PL,2999.0,2025,8,Wednesday,True
1138,Anna Kowalska,Monitor,akcesoria,Warszawa,1,199.99,2025-03-17,piotr.w@onet,199.99,2025,3,Monday,False
1140,Krzysztof Kamiński,Mysz,akcesoria,Wrocław,5,2999.0,2025-04-03,brak_emaila,14995.0,2025,4,Thursday,False
1141,Katarzyna Lewandowska,Słuchawki,elektronika,Wrocław,3,199.99,2025-01-23,JAN@WP.PL,599.97,2025,1,Thursday,True
1142,Anna Kowalska,Mysz,akcesoria,Kraków,2,89.5,2025-09-04,brak,179.0,2025,9,Thursday,False
1145,Anna Kowalska,Webcam,akcesoria,Łódź,3,2999.0,2025-10-07,marta@gmail.com,8997.0,2025,10,Tuesday,True
1146,Jan Nowak,Webcam,elektronika,Wrocław,1,199.99,2025-08-30,piotr.w@onet,199.99,2025,8,Saturday,False
1152,Katarzyna Lewandowska,Pendrive,akcesoria,Wrocław,1,2999.0,2025-08-08,krzysztof.k@gmail.com,2999.0,2025,8,Friday,True
1154,Katarzyna Lewandowska,Mysz,akcesoria,Kraków,1,89.5,2025-05-07,brak,89.5,2025,5,Wednesday,False
1160,Anna Kowalska,Mysz,akcesoria,Łódź,3,89.5,2025-05-17,brak_emaila,268.5,2025,5,Saturday,False
1161,Marta Wójcik,Pendrive,akcesoria,Poznań,1,89.5,2025-11-05,brak,89.5,2025,11,Wednesday,False
1162,Katarzyna Lewandowska,Pendrive,elektronika,Łódź,2,89.5,2025-06-07,krzysztof.k@gmail.com,179.0,2025,6,Saturday,True
1168,Anna Kowalska,Mysz,elektronika,Łódź,3,199.99,2025-11-04,marta@gmail.com,599.97,2025,11,Tuesday,True
1170,Piotr Wiśniewski,Mysz,akcesoria,Warszawa,2,2999.0,2025-02-22,anna@gmail.com,5998.0,2025,2,Saturday,True
1176,Piotr Wiśniewski,Mysz,elektronika,Warszawa,3,2999.0,2025-09-03,anna@gmail.com,8997.0,2025,9,Wednesday,True
1177,Katarzyna Lewandowska,Słuchawki,akcesoria,Wrocław,5,199.99,2025-02-16,anna@gmail.com,999.95,2025,2,Sunday,True
1182,Katarzyna Lewandowska,Słuchawki,elektronika,Kraków,2,199.99,2025-02-23,tomasz@interia.pl,399.98,2025,2,Sunday,True
1188,Anna Kowalska,Klawiatura,elektronika,Warszawa,2,89.5,2025-02-04,JAN@WP.PL,179.0,2025,2,Tuesday,True
1193,Jan Nowak,Mysz,akcesoria,Łódź,1,2999.0,2025-04-02,marta@gmail.com,2999.0,2025,4,Wednesday,True
1209,Katarzyna Lewandowska,Laptop,akcesoria,Warszawa,3,199.99,2025-01-03,krzysztof.k@gmail.com,599.97,2025,1,Friday,True
1210,Tomasz Zieliński,Monitor,akcesoria,Warszawa,3,199.99,2025-05-23,JAN@WP.PL,599.97,2025,5,Friday,True
1215,Krzysztof Kamiński,Klawiatura,elektronika,Poznań,1,199.99,2025-04-15,krzysztof.k@gmail.com,199.99,2025,4,Tuesday,True
1216,Tomasz Zieliński,Monitor,akcesoria,Łódź,1,199.99,2025-02-15,brak_emaila,199.99,2025,2,Saturday,False
1217,Jan Nowak,Monitor,elektronika,Gdańsk,1,89.5,2025-04-14,brak,89.5,2025,4,Monday,False
1219,Katarzyna Lewandowska,Laptop,akcesoria,Kraków,1,89.5,2025-04-22,brak,89.5,2025,4,Tuesday,False
1221,Tomasz Zieliński,Monitor,elektronika,Warszawa,5,199.99,2025-06-08,marta@gmail.com,999.95,2025,6,Sunday,True
1224,Katarzyna Lewandowska,Monitor,elektronika,Warszawa,2,2999.0,2025-01-13,anna@gmail.com,5998.0,2025,1,Monday,True
1226,Tomasz Zieliński,Słuchawki,elektronika,Warszawa,1,199.99,2025-06-16,JAN@WP.PL,199.99,2025,6,Monday,True
1227,Katarzyna Lewandowska,Webcam,elektronika,Kraków,2,199.99,2025-09-04,krzysztof.k@gmail.com,399.98,2025,9,Thursday,True
1229,Tomasz Zieliński,Klawiatura,elektronika,Wrocław,3,199.99,2025-09-03,anna@gmail.com,599.97,2025,9,Wednesday,True
1231,Jan Nowak,Mysz,elektronika,Warszawa,1,89.5,2025-05-25,tomasz@interia.pl,89.5,2025,5,Sunday,True
1232,Krzysztof Kamiński,Klawiatura,elektronika,Łódź,1,199.99,2025-10-10,tomasz@interia.pl,199.99,2025,10,Friday,True
1233,Katarzyna Lewandowska,Mysz,akcesoria,Kraków,1,199.99,2025-04-08,anna@gmail.com,199.99,2025,4,Tuesday,True
1243,Anna Kowalska,Mysz,elektronika,Warszawa,2,199.99,2025-04-10,JAN@WP.PL,399.98,2025,4,Thursday,True
1248,Katarzyna Lewandowska,Monitor,akcesoria,Warszawa,1,2999.0,2025-05-26,brak,2999.0,2025,5,Monday,False
1251,Anna Kowalska,Słuchawki,akcesoria,Gdańsk,1,199.99,2025-05-30,anna@gmail.com,199.99,2025,5,Friday,True
1254,Anna Kowalska,Mysz,akcesoria,Warszawa,1,199.99,2025-08-24,anna@gmail.com,199.99,2025,8,Sunday,True
1255,Tomasz Zieliński,Słuchawki,akcesoria,Kraków,2,2999.0,2025-01-27,tomasz@interia.pl,5998.0,2025,1,Monday,True
1256,Jan Nowak,Mysz,akcesoria,Łódź,1,199.99,2025-08-11,krzysztof.k@gmail.com,199.99,2025,8,Monday,True
1257,Marta Wójcik,Laptop,elektronika,Warszawa,3,2999.0,2025-02-17,tomasz@interia.pl,8997.0,2025,2,Monday,True
1260,Tomasz Zieliński,Mysz,akcesoria,Wrocław,2,89.5,2025-07-05,brak,179.0,2025,7,Saturday,False
1261,Katarzyna Lewandowska,Klawiatura,akcesoria,Kraków,2,89.5,2025-09-09,brak_emaila,179.0,2025,9,Tuesday,False
1262,Anna Kowalska,Laptop,akcesoria,Gdańsk,1,2999.0,2025-09-10,marta@gmail.com,2999.0,2025,9,Wednesday,True
1264,Magdalena Dąbrowska,Laptop,akcesoria,Łódź,1,199.99,2025-01-06,brak,199.99,2025,1,Monday,False
1266,Piotr Wiśniewski,Pendrive,akcesoria,Kraków,1,199.99,2025-07-20,tomasz@interia.pl,199.99,2025,7,Sunday,True
1267,Anna Kowalska,Monitor,elektronika,Warszawa,1,89.5,2025-04-09,anna@gmail.com,89.5,2025,4,Wednesday,True
1270,Anna Kowalska,Klawiatura,akcesoria,Kraków,3,2999.0,2025-04-09,tomasz@interia.pl,8997.0,2025,4,Wednesday,True
1273,Magdalena Dąbrowska,Webcam,akcesoria,Wrocław,2,199.99,2025-06-28,brak_emaila,399.98,2025,6,Saturday,False
1274,Jan Nowak,Monitor,elektronika,Warszawa,1,199.99,2025-03-10,marta@gmail.com,199.99,2025,3,Monday,True
1278,Anna Kowalska,Pendrive,akcesoria,Kraków,3,89.5,2025-03-04,brak_emaila,268.5,2025,3,Tuesday,False
1282,Anna Kowalska,Monitor,akcesoria,Kraków,1,89.5,2025-05-08,brak_emaila,89.5,2025,5,Thursday,False
1284,Krzysztof Kamiński,Laptop,akcesoria,Wrocław,1,199.99,2025-07-22,brak,199.99,2025,7,Tuesday,False
1287,Anna Kowalska,Laptop,akcesoria,Poznań,1,89.5,2025-01-25,brak_emaila,89.5,2025,1,Saturday,False
1292,Jan Nowak,Monitor,akcesoria,Wrocław,1,199.99,2025-02-20,piotr.w@onet,199.99,2025,2,Thursday,False
1295,Anna Kowalska,Monitor,akcesoria,Kraków,2,2999.0,2025-03-10,anna@gmail.com,5998.0,2025,3,Monday,True
1297,Magdalena Dąbrowska,Monitor,elektronika,Warszawa,1,89.5,2025-08-11,marta@gmail.com,89.5,2025,8,Monday,True
1300,Anna Kowalska,Słuchawki,elektronika,Łódź,1,2999.0,2025-05-24,krzysztof.k@gmail.com,2999.0,2025,5,Saturday,True
1303,Anna Kowalska,Laptop,elektronika,Wrocław,2,199.99,2025-08-25,brak_emaila,399.98,2025,8,Monday,False
1308,Tomasz Zieliński,Klawiatura,akcesoria,Kraków,1,2999.0,2025-04-03,brak_emaila,2999.0,2025,4,Thursday,False
1309,Tomasz Zieliński,Webcam,akcesoria,Warszawa,1,199.99,2025-01-01,marta@gmail.com,199.99,2025,1,Wednesday,True
1310,Anna Kowalska,Monitor,elektronika,Warszawa,3,2999.0,2025-08-21,brak,8997.0,2025,8,Thursday,False
1315,Krzysztof Kamiński,Monitor,elektronika,Gdańsk,2,2999.0,2025-03-01,krzysztof.k@gmail.com,5998.0,2025,3,Saturday,True
1321,Magdalena Dąbrowska,Słuchawki,akcesoria,Gdańsk,1,89.5,2025-10-02,JAN@WP.PL,89.5,2025,10,Thursday,True
1326,Katarzyna Lewandowska,Mysz,elektronika,Kraków,1,199.99,2025-08-02,tomasz@interia.pl,199.99,2025,8,Saturday,True
1327,Marta Wójcik,Webcam,akcesoria,Wrocław,2,89.5,2025-04-05,JAN@WP.PL,179.0,2025,4,Saturday,True
1329,Anna Kowalska,Pendrive,akcesoria,Gdańsk,5,89.5,2025-09-14,piotr.w@onet,447.5,2025,9,Sunday,False
1330,Anna Kowalska,Mysz,elektronika,Gdańsk,1,89.5,2025-05-16,tomasz@interia.pl,89.5,2025,5,Friday,True
1336,Anna Kowalska,Laptop,akcesoria,Warszawa,3,199.99,2025-10-07,krzysztof.k@gmail.com,599.97,2025,10,Tuesday,True
1337,Jan Nowak,Mysz,akcesoria,Warszawa,1,2999.0,2025-02-18,tomasz@interia.pl,2999.0,2025,2,Tuesday,True
1350,Marta Wójcik,Laptop,elektronika,Kraków,1,89.5,2025-10-11,tomasz@interia.pl,89.5,2025,10,Saturday,True
1353,Piotr Wiśniewski,Monitor,akcesoria,Poznań,1,89.5,2025-04-13,anna@gmail.com,89.5,2025,4,Sunday,True
1354,Tomasz Zieliński,Laptop,elektronika,Łódź,1,199.99,2025-05-27,piotr.w@onet,199.99,2025,5,Tuesday,False
1355,Krzysztof Kamiński,Laptop,akcesoria,Poznań,1,199.99,2025-10-05,krzysztof.k@gmail.com,199.99,2025,10,Sunday,True
1356,Jan Nowak,Klawiatura,akcesoria,Kraków,1,89.5,2025-02-06,JAN@WP.PL,89.5,2025,2,Thursday,True
1358,Magdalena Dąbrowska,Laptop,akcesoria,Warszawa,2,2999.0,2025-04-26,krzysztof.k@gmail.com,5998.0,2025,4,Saturday,True
1360,Marta Wójcik,Webcam,elektronika,Warszawa,1,2999.0,2025-06-10,anna@gmail.com,2999.0,2025,6,Tuesday,True
1363,Jan Nowak,Mysz,elektronika,Łódź,2,199.99,2025-02-02,anna@gmail.com,399.98,2025,2,Sunday,True
1365,Jan Nowak,Laptop,akcesoria,Łódź,1,199.99,2025-04-26,anna@gmail.com,199.99,2025,4,Saturday,True
1366,Anna Kowalska,Monitor,akcesoria,Kraków,3,2999.0,2025-04-25,piotr.w@onet,8997.0,2025,4,Friday,False
1367,Marta Wójcik,Monitor,akcesoria,Warszawa,3,199.99,2025-03-29,tomasz@interia.pl,599.97,2025,3,Saturday,True
1368,Piotr Wiśniewski,Monitor,akcesoria,Gdańsk,2,89.5,2025-10-12,piotr.w@onet,179.0,2025,10,Sunday,False
1370,Katarzyna Lewandowska,Monitor,akcesoria,Poznań,1,2999.0,2025-02-07,tomasz@interia.pl,2999.0,2025,2,Friday,True
1374,Magdalena Dąbrowska,Monitor,elektronika,Warszawa,1,199.99,2025-07-25,JAN@WP.PL,199.99,2025,7,Friday,True
1378,Katarzyna Lewandowska,Mysz,elektronika,Gdańsk,3,199.99,2025-05-27,brak_emaila,599.97,2025,5,Tuesday,False
1381,Anna Kowalska,Słuchawki,akcesoria,Warszawa,1,2999.0,2025-02-23,brak,2999.0,2025,2,Sunday,False
1387,Krzysztof Kamiński,Monitor,akcesoria,Kraków,1,89.5,2025-01-20,brak,89.5,2025,1,Monday,False
1388,Anna Kowalska,Laptop,elektronika,Kraków,5,199.99,2025-03-05,anna@gmail.com,999.95,2025,3,Wednesday,True
1389,Katarzyna Lewandowska,Laptop,elektronika,Poznań,3,2999.0,2025-04-09,piotr.w@onet,8997.0,2025,4,Wednesday,False
1390,Krzysztof Kamiński,Webcam,akcesoria,Kraków,3,89.5,2025-09-25,marta@gmail.com,268.5,2025,9,Thursday,True
1400,Anna Kowalska,Webcam,elektronika,Wrocław,1,2999.0,2025-02-27,anna@gmail.com,2999.0,2025,2,Thursday,True
1402,Jan Nowak,Pendrive,elektronika,Warszawa,5,89.5,2025-10-10,krzysztof.k@gmail.com,447.5,2025,10,Friday,True
1403,Krzysztof Kamiński,Webcam,elektronika,Wrocław,3,2999.0,2025-09-21,piotr.w@onet,8997.0,2025,9,Sunday,False
1408,Piotr Wiśniewski,Webcam,akcesoria,Warszawa,1,199.99,2025-08-13,anna@gmail.com,199.99,2025,8,Wednesday,True
1409,Tomasz Zieliński,Pendrive,elektronika,Kraków,1,199.99,2025-05-30,brak,199.99,2025,5,Friday,False
1413,Jan Nowak,Webcam,akcesoria,Łódź,3,2999.0,2025-06-29,brak,8997.0,2025,6,Sunday,False
1415,Magdalena Dąbrowska,Laptop,akcesoria,Poznań,1,199.99,2025-08-21,brak,199.99,2025,8,Thursday,False
1419,Anna Kowalska,Słuchawki,akcesoria,Poznań,2,2999.0,2025-06-26,marta@gmail.com,5998.0,2025,6,Thursday,True
1420,Anna Kowalska,Mysz,elektronika,Warszawa,1,89.5,2025-07-18,krzysztof.k@gmail.com,89.5,2025,7,Friday,True
1422,Katarzyna Lewandowska,Laptop,elektronika,Warszawa,5,199.99,2025-07-11,brak,999.95,2025,7,Friday,False
1423,Katarzyna Lewandowska,Słuchawki,elektronika,Poznań,1,2999.0,2025-05-19,marta@gmail.com,2999.0,2025,5,Monday,True
1426,Anna Kowalska,Monitor,akcesoria,Warszawa,3,89.5,2025-06-26,marta@gmail.com,268.5,2025,6,Thursday,True
1427,Krzysztof Kamiński,Monitor,elektronika,Gdańsk,1,199.99,2025-08-30,anna@gmail.com,199.99,2025,8,Saturday,True
1428,Anna Kowalska,Klawiatura,elektronika,Łódź,1,199.99,2025-04-23,anna@gmail.com,199.99,2025,4,Wednesday,True
1430,Magdalena Dąbrowska,Laptop,akcesoria,Gdańsk,2,199.99,2025-09-21,JAN@WP.PL,399.98,2025,9,Sunday,True
1431,Anna Kowalska,Mysz,akcesoria,Poznań,1,89.5,2025-02-05,JAN@WP.PL,89.5,2025,2,Wednesday,True
1437,Anna Kowalska,Klawiatura,elektronika,Łódź,2,199.99,2025-01-16,brak,399.98,2025,1,Thursday,False
1441,Anna Kowalska,Mysz,elektronika,Łódź,1,89.5,2025-04-16,tomasz@interia.pl,89.5,2025,4,Wednesday,True
1451,Anna Kowalska,Pendrive,elektronika,Warszawa,3,2999.0,2025-09-06,brak_emaila,8997.0,2025,9,Saturday,False
1458,Katarzyna Lewandowska,Monitor,akcesoria,Warszawa,3,89.5,2025-10-06,krzysztof.k@gmail.com,268.5,2025,10,Monday,True
1461,Tomasz Zieliński,Mysz,elektronika,Warszawa,1,89.5,2025-02-02,piotr.w@onet,89.5,2025,2,Sunday,False
1474,Anna Kowalska,Pendrive,elektronika,Wrocław,3,199.99,2025-07-09,brak,599.97,2025,7,Wednesday,False
1475,Anna Kowalska,Webcam,elektronika,Warszawa,1,199.99,2025-01-05,krzysztof.k@gmail.com,199.99,2025,1,Sunday,True
1479,Anna Kowalska,Pendrive,elektronika,Wrocław,2,199.99,2025-01-28,brak,399.98,2025,1,Tuesday,False
1481,Anna Kowalska,Webcam,elektronika,Łódź,1,89.5,2025-06-17,JAN@WP.PL,89.5,2025,6,Tuesday,True
1483,Anna Kowalska,Monitor,akcesoria,Kraków,3,89.5,2025-06-24,tomasz@interia.pl,268.5,2025,6,Tuesday,True
1485,Krzysztof Kamiński,Pendrive,elektronika,Warszawa,1,2999.0,2025-07-04,tomasz@interia.pl,2999.0,2025,7,Friday,True
1487,Katarzyna Lewandowska,Monitor,elektronika,Warszawa,1,199.99,2025-04-05,krzysztof.k@gmail.com,199.99,2025,4,Saturday,True
1490,Tomasz Zieliński,Monitor,elektronika,Warszawa,2,199.99,2025-02-01,marta@gmail.com,399.98,2025,2,Saturday,True
1492,Katarzyna Lewandowska,Klawiatura,akcesoria,Warszawa,1,2999.0,2025-08-19,piotr.w@onet,2999.0,2025,8,Tuesday,False
1498,Magdalena Dąbrowska,Laptop,akcesoria,Łódź,1,2999.0,2025-05-13,piotr.w@onet,2999.0,2025,5,Tuesday,False
